cg00059225,GLRA1,chr5:151284550,UTR5
cg00059424,PES1,chr22:29318148,upstream
cg00059740,C7orf49,chr7:134506229,upstream
cg00059930,RB1,chr13:47792383,intronic
cg00060762,LEO1,chr15:50051425,upstream
cg00060882,EIF2S3,chrX:23982732,upstream
cg00061059,TECR,chr19:14501983,intronic
cg00061629,ALX4,chr11:44281834,intronic
cg00062776,NUCB1-TULP2,chr19:54094236,upstream
cg00063144,KRT31,chr17:36807581,upstream
cg00065408,CACNB3,chr12:47498742,UTR5
cg00066153,ACRV1,chr11:125055954,UTR5
cg00066816,IL12B-LOC285626,chr5:158690931,upstream
cg00067471,ATP5D,chr19:1192377,upstream
cg00069261,CDR2,chr16:22294032,upstream
cg00071250,FASLG,chr1:170894886,UTR5
cg00071998,MSH5-SAPCD1,chr6:31816100,ncRNA_intronic
cg00072216,MXD4,chr4:2233436,intronic
cg00073650,GALNS,chr16:87449667,intronic
cg00075967,STRA6,chr15:72282407,UTR5
cg00076645,UBTD2,chr5:171644167,upstream
cg00077457,GEMIN8P4,chr1:90232588,ncRNA_exonic
cg00077877,ASAP1,chr8:131483656,intronic
cg00078194,MDK,chr11:46359525,intronic
cg00078867,WAS,chrX:48427342,intronic
cg00079056,SPINK4,chr9:33229641,upstream
cg00079563,ARFGAP3,chr22:41583465,upstream
cg00080012,EED,chr11:85633337,upstream
cg00081935,TSPAN9,chr12:3057167,intronic
cg00081975,ABCC3,chr17:46067369,intronic
cg00083720,DSTN,chr20:17498917,intronic
cg00083937,MAPK8IP2,chr22:49386671,intronic
cg00084687,GATAD1,chr7:91914832,UTR5
cg00090147,GATA4,chr8:11599776,intronic
cg00091693,KRT20,chr17:36295128,upstream
cg00093177,LRRC37A11P,chr17:34439021,upstream
cg00094319,PABPC3,chr13:24568530,exonic
cg00094851,KIF3C,chr2:26059210,upstream
cg00095526,CACNA1S,chr1:199348309,UTR5
cg00095674,PLEKHO1,chr1:148389278,intronic
cg00096922,DLX5,chr7:96492121,upstream
cg00097536,LOC100129726,chr2:43307980,ncRNA_exonic
cg00098239,PNPLA6,chr19:7505173,UTR5
cg00099550,HNRNPF,chr10:43224444,intronic
cg00101227,MPZ,chr1:159546890,upstream
cg00103783,MPDU1,chr17:7427973,exonic
cg00105253,NUDT14,chr14:104718239,intronic
cg00105470,C1orf35,chr1:226357491,exonic
cg00107187,TMEM179,chr14:104142043,exonic
cg00107488,COMT,chr22:18310437,intronic
cg00107632,PGM2,chr4:37504895,intronic
cg00108454,C1QA,chr1:22836201,intronic
cg00109274,DGKH,chr13:41521032,exonic
cg00112517,PPP1R1B,chr17:35036537,upstream
cg00113020,LILRB4,chr19:59865294,upstream
cg00113951,CABP1,chr12:119562473,upstream
cg00115714,AMD1,chr6:111302805,UTR5
cg00116234,ADAMTSL1,chr9:18464243,exonic
cg00116838,PPM1N,chr19:50693586,exonic
cg00117172,RUNX3,chr1:25128425,intronic
cg00119079,LAMP3,chr3:184362972,intronic
cg00121158,KDM4C,chr9:6747826,UTR5
cg00121640,ASTN2,chr9:119216336,intronic
cg00121904,MAOB,chrX:43626770,upstream
cg00123035,RFX5,chr1:149586162,intronic
cg00126034,WNT3,chr17:42251161,upstream
cg00126657,SSX6,chrX:47852194,upstream
cg00126698,BTK,chrX:100527159,intronic
cg00128197,MIR5684,chrX:53478180,ncRNA_intronic
cg00128560,TIGD7,chr16:3292014,intronic
cg00128654,NRDE2,chr14:89867816,intronic
cg00128766,EFCAB14,chr1:46957803,upstream
cg00128877,MKNK1,chr1:46842765,upstream
cg00129774,PMEL,chr12:54646681,intronic
cg00131121,POLR2J,chr7:101906715,upstream
cg00131557,DNAJC15,chr13:42494656,upstream
cg00132141,CTNNA3,chr10:69126313,upstream
cg00133909,CD276,chr15:71764254,intronic
cg00134539,UBASH3A,chr21:42697140,exonic
cg00134787,MYH1,chr17:10360224,intronic
cg00135056,C3orf37;COPG1,chr3:130479985,upstream;downstream
cg00135393,FGG,chr4:155753111,intronic
cg00136105,GNPTAB,chr12:100749042,upstream
cg00136405,IL21,chr4:123761648,UTR5
cg00136477,C1QC,chr1:22842926,intronic
cg00136736,THOC5;NIPSNAP1,chr22:28279905,upstream;downstream
cg00138126,PMEPA1,chr20:55720103,upstream
cg00141162,HCLS1,chr3:122862467,UTR5
cg00141550,CCNB3,chrX:50044129,upstream
cg00141845,UPRT,chrX:74410077,upstream
cg00143376,NMUR1,chr2:232102946,intronic
cg00143998,HIST3H2BB,chr1:226712482,exonic
cg00145348,APEX2,chrX:55043587,exonic
cg00146096,FANCF,chr11:22603885,exonic
cg00149659,BRK1,chr3:10132352,UTR5
cg00149976,MGLL,chr3:129024219,UTR5
cg00151234,PGK1,chrX:77246019,upstream
cg00151607,TRAPPC2L,chr16:87451008,UTR5
cg00155167,VPS13B,chr8:100095007,intronic
cg00155485,MED13L,chr12:115198983,intronic
cg00155609,PRDX2,chr19:12773527,intronic
cg00156216,APLP2,chr11:129445059,UTR5
cg00156744,STK10,chr5:171548268,upstream
cg00158308,OXGR1,chr13:96444342,intronic
cg00160914,DDX20,chr1:112100786,intronic
cg00162401,GSTA4,chr6:52967782,intronic
cg00162643,DDX58,chr9:32516492,upstream
cg00164041,HERC5,chr4:89597222,upstream
cg00164898,MAPK11,chr22:49051254,upstream
cg00165981,POLK,chr5:74843795,intronic
cg00167504,BLVRA,chr7:43765147,intronic
cg00168082,ABL1,chr9:132578998,upstream
cg00168785,WDSUB1,chr2:159850889,intronic
cg00168942,GJD4,chr10:35934436,UTR5
cg00169548,BAZ1A,chr14:34414883,upstream
cg00171126,WRB,chr21:39674392,intronic
cg00171161,NUDT9,chr4:88562660,upstream
cg00174500,CMTM5,chr14:22916319,exonic
cg00174901,PALM,chr19:660889,intronic
cg00176210,ANK1,chr8:41774124,intronic
cg00176879,VPS16,chr20:2791525,exonic
cg00177013,ARFRP1-ZGPAT,chr20:61809544,intronic
cg00177698,PNPO,chr17:43373874,upstream
cg00177923,LEPROTL1,chr8:30072197,upstream
cg00178790,RNMT,chr18:13716864,intronic
cg00179446,UPF3B,chrX:118870975,UTR5
cg00180012,LACE1,chr6:108722622,upstream
cg00180631,MTM1,chrX:149487298,upstream
cg00182461,NIF3L1,chr2:201462561,UTR5
cg00183782,MEF2A,chr15:97956351,intronic
cg00183916,HS3ST3B1,chr17:14145661,exonic
cg00184884,SFI1,chr22:30222343,UTR5
cg00184893,ALOXE3,chr17:7962430,intronic
cg00185103,ZNF45,chr19:49122726,intronic
cg00185839,PIDD,chr11:794954,intronic
cg00186141,PODXL,chr7:130892308,upstream
cg00186701,TSPYL5,chr8:98359686,upstream
cg00186954,AKIP1,chr11:8890556,intronic
cg00187380,HOXC4-HOXC5,chr12:52713651,intronic
cg00187686,TCN1,chr11:59390794,upstream
cg00188348,EIF1AD,chr11:65525113,intronic
cg00191052,CHST7,chrX:46317714,upstream
cg00194146,GFOD1,chr6:13596383,upstream
cg00195561,CHRM4,chr11:46365160,upstream
cg00197381,FAM53C,chr5:137701568,intronic
cg00197641,MRPL52,chr14:22369301,exonic
cg00199549,MCM5,chr22:34125374,upstream
cg00200063,USP32,chr17:55824723,upstream
cg00201234,FBLN2,chr3:13565968,intronic
cg00202702,C11orf70,chr11:101423367,upstream
cg00202711,HTR2C,chrX:113724666,upstream
cg00204262,ECH1,chr19:44014998,upstream
cg00206052,DPCD,chr10:103338133,exonic
cg00207534,IST1,chr16:70487013,intronic
cg00208830,LAMC2,chr1:181421401,upstream
cg00208967,OLFM2,chr19:9908924,upstream
cg00209066,BRD1,chr22:48604927,upstream
cg00209951,DENND2C,chr1:115014357,upstream
cg00210842,APAF1,chr12:97563709,UTR5
cg00211661,ARAP1,chr11:72111267,intronic
cg00212549,SEMA5B,chr3:124230310,upstream
cg00213044,KRT6A,chr12:51172705,exonic
cg00213331,SIL1,chr5:138491362,exonic
cg00213714,ASTN2,chr9:118489191,UTR5
cg00214346,PRKAR1A,chr17:64020112,intronic
cg00214794,KRT17,chr17:37034149,exonic
cg00214855,CCDC90A,chr6:13921926,intronic
cg00215066,MYO9B,chr19:17073316,intronic
cg00216361,GAP43,chr3:116825217,UTR5
cg00216758,C11orf35,chr11:550589,intronic
cg00217795,DIO2,chr14:79747441,exonic
cg00221494,FARP1,chr13:97592594,upstream
cg00223186,ACBD6,chr1:178738823,upstream
cg00223950,UBR4,chr1:19408809,intronic
cg00224234,RNMTL1,chr17:632443,exonic
cg00224508,CDC42SE1,chr1:149297947,intronic
cg00226904,SERPINB5,chr18:59308045,intronic
cg00228799,ENDOG,chr9:130620412,upstream
cg00229387,TJAP1,chr6:43553920,UTR5
cg00230271,AIMP1-TBCK,chr4:107456632,UTR5
cg00230368,IGF2R,chr6:160309823,upstream
cg00230502,CCDC60,chr12:118256764,upstream
cg00230685,SCML1,chrX:17665760,intronic
cg00231140,ACAA2,chr18:45593700,intronic
cg00231644,TUBB2A,chr6:3103511,upstream
cg00231920,PCED1A,chr20:2769308,UTR5
cg00233307,EIF3K-MAP4K1,chr19:43800916,upstream
cg00234961,ZBED4,chr22:48632577,upstream
cg00236832,RARA,chr17:35719015,UTR5
cg00237010,NINJ2,chr12:643122,upstream
cg00238052,TCEAL2,chrX:101266947,upstream
cg00239071,SLC25A47,chr14:99859490,UTR5
cg00239419,TUBD1,chr17:55323968,intronic
cg00239685,GORASP1,chr3:39123346,intronic
cg00240312,CDH1,chr16:67329015,intronic
cg00240432,TWIST1,chr7:19123821,upstream
cg00240880,WISP2,chr20:42776647,upstream
cg00241355,GAPDH,chr12:6513890,UTR5
cg00242839,RBM17,chr10:6170584,upstream
cg00243313,IRX4,chr5:1936413,upstream
cg00245878,ZNF117;ERV3-1,chr7:64088310,UTR5;UTR3
cg00247489,CR2,chr1:205694805,intronic
cg00250430,DMRT2,chr9:1041579,UTR5
cg00253200,MB21D2,chr3:194118768,upstream
cg00256074,MYLPF,chr16:30293651,UTR5
cg00256166,KLHL25,chr15:84139432,upstream
cg00256281,PMM1,chr22:40315588,intronic
cg00259755,PWWP2B,chr10:134059753,upstream
cg00260778,RPP38,chr10:15180418,intronic
cg00261552,CREBL2,chr12:12656161,UTR5
cg00261781,MATN3,chr2:20075998,upstream
cg00262415,ACAP3,chr1:1232595,intronic
cg00263723,NSFP1,chr17:41806565,ncRNA_intronic
cg00263760,VAX1,chr10:118887356,exonic
cg00265415,B3GALNT2,chr1:233734130,exonic
cg00265490,MTDH,chr8:98725021,upstream
cg00268009,LOC100507053,chr4:100229234,ncRNA_exonic
cg00268338,LOC100188947,chr10:93159475,ncRNA_intronic
cg00269115,C1orf213,chr1:23568117,ncRNA_exonic
cg00269932,LAIR2,chr19:59705108,upstream
cg00273068,EMILIN3,chr20:39429161,upstream
cg00273124,NHP2,chr5:177514118,upstream
cg00274399,FGF9,chr13:21143420,UTR5
cg00275232,ZNF296,chr19:50271381,exonic
cg00276797,SLK,chr10:105716604,upstream
cg00278366,RAD9B,chr12:109424670,intronic
cg00279797,AMMECR1,chrX:109448574,intronic
cg00280814,ZDHHC8P1,chr22:22075389,upstream
cg00282347,CHD5,chr1:6163627,upstream
cg00282683,UBE3C,chr7:156624756,exonic
cg00283535,ANXA13,chr8:124818745,exonic
cg00288562,TRA2A,chr7:23538170,UTR5
cg00290028,RFXAP,chr13:36291125,upstream
cg00290506,CNIH3,chr1:222870849,UTR5
cg00291877,SNRPA1,chr15:99653456,upstream
cg00292662,LGALS1,chr22:36401114,upstream
cg00292971,FAM131B,chr7:142770658,upstream
cg00293409,LRRC33,chr3:197851066,UTR5
cg00294382,IL23A,chr12:55018988,UTR5
cg00295206,RAB7A,chr3:129927503,upstream
cg00295325,ABCB11,chr2:169596178,upstream
cg00296685,GTF2H4,chr6:30984051,UTR5
cg00297584,LINC00173,chr12:115455414,upstream
cg00297600,UNC5D,chr8:35521212,intronic
cg00298357,IL17B,chr5:148738984,UTR5
cg00298951,CMKLR1,chr12:107257921,upstream
cg00301864,RAB35,chr12:119038855,UTR5
cg00302793,PPP3CA,chr4:102487148,UTR5
cg00303548,HS6ST3,chr13:95540414,upstream
cg00304278,TLK2,chr17:57910884,intronic
cg00307685,BRDT,chr1:92188112,UTR5
cg00308133,GAMT,chr19:1352118,intronic
cg00308665,HTR2A,chr13:46367655,exonic
cg00309056,STARD3NL,chr7:38184637,intronic
cg00309204,C17orf61-PLSCR3,chr17:7248156,ncRNA_exonic
cg00311768,TSTA3,chr8:144770000,exonic
cg00312919,STARD3NL,chr7:38184235,upstream
cg00314943,ALPPL2,chr2:232978994,upstream
cg00315936,SND1,chr7:127079975,intronic
cg00317680,MTERFD1-PTDSS1,chr8:97343246,upstream
cg00318573,CHRNA4,chr20:61463562,upstream
cg00318865,ACVR1B,chr12:50632163,intronic
cg00319692,ATP6V0D2,chr8:87180235,upstream
cg00319761,PKMYT1,chr16:2970448,UTR5
cg00320243,RAB3A,chr19:18175691,intronic
cg00321065,RLF,chr1:40399650,UTR5
cg00321478,CRB1,chr1:195505021,intronic
cg00323915,GIMAP4,chr7:149895920,intronic
cg00324733,NUCB2,chr11:17254923,UTR5
cg00327185,DLAT,chr11:111401708,intronic
cg00327483,CASQ1,chr1:158427211,exonic
cg00328227,HENMT1,chr1:109005848,upstream
cg00331237,CSRP2,chr12:75797450,upstream
cg00331433,SYAP1,chrX:16647721,UTR5
cg00332153,BANK1,chr4:102931033,UTR5
cg00332745,NOL3,chr16:65765748,exonic
cg00333226,VWC2,chr7:49784309,intronic
cg00333528,GABRR1,chr6:89984204,UTR5
cg00334507,PRRT2,chr16:29732100,exonic
cg00335286,MC2R,chr18:13906355,upstream
cg00336605,NR1H2,chr19:55571249,upstream
cg00338702,CHFR,chr12:131973767,intronic
cg00338893,MRPS33,chr7:140361083,intronic
cg00340102,ERGIC3,chr20:33592870,upstream
cg00342530,GARNL3,chr9:129066841,UTR5
cg00343092,TSPO,chr22:41877918,UTR5
cg00344372,HGFAC,chr4:3413423,upstream
cg00344709,LOC100288966-POTED,chr21:13904096,upstream
cg00346145,RPL34-AS1,chr4:109761008,ncRNA_exonic
cg00347729,MMP10,chr11:102156963,upstream
cg00347904,SCUBE3,chr6:35290486,intronic
cg00350296,CD248,chr11:65841417,upstream
cg00350478,FRMD1,chr6:168222862,upstream
cg00350702,ERGIC3,chr20:33593341,exonic
cg00351011,CERS4,chr19:8180460,intronic
cg00353953,ZNF384,chr12:6669802,upstream
cg00354258,ZIM2,chr19:61998550,intronic
cg00354572,ACSS3,chr12:79995550,upstream
cg00355802,DUSP4,chr8:29264902,upstream
cg00359325,USP4,chr3:49352423,exonic
cg00359973,RIBC1,chrX:53466625,ncRNA_UTR5
cg00363813,IFFO1,chr12:6535133,exonic
cg00364344,TPP1,chr11:6597220,UTR5
cg00364814,R3HDM2,chr12:55977722,intronic
cg00365193,NQO2,chr6:2944394,upstream
cg00367281,CHRNB3,chr8:42671627,upstream
cg00367438,TMUB1,chr7:150411730,upstream
cg00368022,C5orf22,chr5:31568410,intronic
cg00368415,SNX27,chr1:149851022,upstream
cg00371195,F2,chr11:46697057,upstream
cg00374717,ARSG,chr17:63814740,UTR5
cg00375964,ANAPC10,chr4:146238580,intronic
cg00376639,ZNF581,chr19:60846963,intronic
cg00380464,LTV1,chr6:144206343,intronic
cg00381076,C18orf54,chr18:50138795,upstream
cg00382515,MRPL44,chr2:224530473,exonic
cg00382991,LOC388152,chr15:82689023,ncRNA_intronic
cg00384537,KRT35,chr17:36891489,upstream
cg00386408,TGFBI,chr5:135392869,intronic
cg00387170,FOXP4,chr6:41621980,upstream
cg00392257,ISG20L2,chr1:154963371,exonic
cg00393585,TRIM61,chr4:166097541,intronic
cg00394658,PTPRJ,chr11:47958245,upstream
cg00396163,DNAH6,chr2:84597095,UTR5
cg00396894,C2orf53,chr2:27215924,upstream
cg00397545,APOC1,chr19:50109366,upstream
cg00397740,PPOX,chr1:159402945,UTR5
cg00398048,AGA,chr4:178601336,upstream
cg00399483,DCC,chr18:48122376,intronic
cg00400028,ACPL2,chr3:142432606,upstream
cg00400263,PPP1R3D,chr20:57947596,exonic
cg00402366,LRRIQ3,chr1:74436338,UTR5
cg00403724,TNMD,chrX:99725945,upstream
cg00404599,TSC22D3,chrX:106905087,exonic
cg00405070,TMEM116,chr12:110935030,intronic
cg00405568,NMT1,chr17:40494491,intronic
cg00405677,HAND1,chr5:153838295,upstream
cg00406188,LCE2C,chr1:150913840,upstream
cg00406844,RFPL3,chr22:31083939,UTR5
cg00407150,HHATL,chr3:42718798,intronic
cg00410419,COMMD6,chr13:75009786,intronic
cg00410576,MAPK6,chr15:50098428,upstream
cg00410831,ZNF45,chr19:49121158,intronic
cg00410895,ERMAP,chr1:43056471,intronic
cg00410898,STC1,chr8:23768300,upstream
cg00410921,CKMT1B,chr15:41672430,upstream
cg00411097,TMEM184A,chr7:1562576,UTR5
cg00412772,C19orf33;YIF1B,chr19:43486685,UTR5;UTR3
cg00412805,KLHL40,chr3:42701974,upstream
cg00413066,BCL2L10,chr15:50192756,upstream
cg00415164,ALX4,chr11:44283674,intronic
cg00415494,MAGEA2,chrX:151670429,exonic
cg00415978,SYNPO2,chr4:120029373,upstream
cg00415993,F2RL2,chr5:75954944,UTR5
cg00417297,ZNF619,chr3:40493746,UTR5
cg00418150,ALX4,chr11:44284445,intronic
cg00419564,S100A6;S100A5,chr1:151775484,upstream;downstream
cg00420715,VPS13B,chr8:100094540,upstream
cg00420929,PGPEP1,chr19:18312112,upstream
cg00422913,MIR22HG,chr17:1565772,ncRNA_intronic
cg00424946,SNTB2,chr16:67778673,exonic
cg00425710,MT1A,chr16:55230172,exonic
cg00425792,PEX12,chr17:30929616,UTR5
cg00426056,CUTA,chr6:33493874,exonic
cg00426498,MYO18A,chr17:24531793,upstream
cg00426963,KIF27,chr9:85725575,intronic
cg00427635,TBC1D21,chr15:71953425,intronic
cg00430287,FRK,chr6:116489569,upstream
cg00430945,LIN7B,chr19:54309121,upstream
cg00431050,ELOVL3,chr10:103975720,upstream
cg00431114,TTPAL,chr20:42537441,upstream
cg00431549,MGP,chr12:14930292,upstream
cg00432979,MRP63,chr13:20648473,UTR5
cg00433406,VWA5B1,chr1:20489562,upstream
cg00434413,RENBP,chrX:152854847,intronic
cg00435408,RSPRY1,chr16:55778163,intronic
cg00436282,STATH,chr4:70896038,upstream
cg00436301,NT5DC1,chr6:116528429,upstream
cg00436603,CYP2E1,chr10:135190730,upstream
cg00441136,KIF3B,chr20:30328509,upstream
cg00441382,STOML1,chr15:72071534,exonic
cg00443307,KLRG1,chr12:9033007,upstream
cg00445824,ISYNA1,chr19:18409929,UTR5
cg00446235,TSTD1,chr1:159275268,intronic
cg00447208,TMC6,chr17:73637896,intronic
cg00448720,C1QTNF9,chr13:23781014,upstream
cg00449941,SPAG5,chr17:23950138,UTR5
cg00451635,EMP2,chr16:10582531,upstream
cg00453193,TES,chr7:115638286,intronic
cg00453258,CALHM1,chr10:105209162,upstream
cg00459975,HMBOX1,chr8:28805018,intronic
cg00461841,ATF7IP2,chr16:10430986,intronic
cg00462311,NFATC4,chr14:23907024,intronic
cg00462994,NAGS-PYY,chr17:39437481,upstream
cg00463202,ADPRHL1,chr13:113155711,exonic
cg00463577,MB21D1,chr6:74218632,UTR5
cg00463848,KRT2,chr12:51332372,upstream
cg00464269,TNFAIP1,chr17:23686969,UTR5
cg00465284,CTNNA2,chr2:80385409,intronic
cg00465846,RNF139,chr8:125556155,upstream
cg00466249,SLC38A10,chr17:76884479,upstream
cg00466436,DEFB126,chr20:71163,upstream
cg00466492,TIMM44,chr19:7897731,UTR3
cg00466544,C14orf101,chr14:56115996,upstream
cg00468146,ID4,chr6:19946190,exonic
cg00469635,PPME1,chr11:73560119,exonic
cg00471562,WDR37,chr10:1092373,upstream
cg00472136,TAC3,chr12:55696871,upstream
cg00472814,ADAMTS1,chr21:27139547,UTR5
cg00474004,IFNA14,chr9:21229944,UTR5
cg00474209,DLL1,chr6:170441985,upstream
cg00475955,C9orf114,chr9:130631870,exonic
cg00476577,ZNF217,chr20:51633815,upstream
cg00476580,ANP32E,chr1:148474207,intronic
cg00479269,CNOT11,chr2:101236407,intronic
cg00480115,FXYD3,chr19:40298717,intronic
cg00480209,SCO1,chr17:10541414,exonic
cg00480356,HYPK,chr15:41880098,exonic
cg00481227,CTNNBL1,chr20:35755483,upstream
cg00483154,DDX41,chr5:176876110,intronic
cg00485296,NME3,chr16:1761560,UTR5
cg00485380,CBX3-HNRNPA2B1,chr7:26207085,upstream
cg00487159,SOCS1,chr16:11257069,intronic
cg00488718,C4orf29-MFSD8,chr4:129106494,intronic
cg00489401,FLT4,chr5:180008481,intronic
cg00491404,EPS8L3,chr1:110108114,UTR5
cg00491839,PPP1R15A,chr19:54067452,upstream
cg00493400,STAT1,chr2:191587372,upstream
cg00495415,SP1,chr12:52060062,upstream
cg00495442,RALGAPB,chr20:36534586,upstream
cg00495491,ITPR2,chr12:26714080,intronic
cg00496170,ATP6V1D-EIF2S1,chr14:66896633,upstream
cg00497084,PPEF1,chrX:18619037,UTR5
cg00497251,RNPEPL1,chr2:241157398,intronic
cg00498305,SLC18A2,chr10:118990226,upstream
cg00498604,TLL1,chr4:167013239,upstream
cg00499599,YBEY,chr21:46530820,UTR5
cg00502442,ZDHHC14,chr6:157721881,upstream
cg00503458,KIAA0907,chr1:154171063,upstream
cg00503840,DLX5,chr7:96488445,intronic
cg00504595,TNFRSF19,chr13:23042985,UTR5
cg00509616,GCOM1-MYZAP,chr15:55671707,intronic
cg00509670,PAX9,chr14:36200064,intronic
cg00510787,RMND1,chr6:151814639,intronic
cg00510956,KHDRBS1,chr1:32251027,upstream
cg00511475,CDH15,chr16:87765831,intronic
cg00512031,CYTL1,chr4:5072877,upstream
cg00512279,SLC18A2,chr10:118990981,intronic
cg00512374,IGFBP4,chr17:35853208,UTR5
cg00513220,MARC2,chr1:218988746,exonic
cg00513467,KLHL9,chr9:21325551,upstream
cg00514407,SERPINE2,chr2:224612870,upstream
cg00514895,CPZ,chr4:8645313,UTR5
cg00515905,EPS8L3,chr1:110108030,UTR5
cg00516481,PDE9A,chr21:42946271,upstream
cg00518911,HOXA11,chr7:27187829,UTR3
cg00518989,LIMK2,chr22:29938519,intronic
cg00519208,EVI5,chr1:93030907,upstream
cg00519627,CORO7-CORO7-PAM16,chr16:4406651,UTR5
cg00520135,TPM1,chr15:61120899,upstream
cg00520708,C5orf24,chr5:134209165,upstream
cg00521434,GPR61,chr1:109883488,upstream
cg00521598,GJA9-MYCBP,chr1:39112000,ncRNA_exonic
cg00522034,CBLB,chr3:107070411,UTR5
cg00522316,KHSRP,chr19:6376042,upstream
cg00524288,UPP1,chr7:48094977,UTR5
cg00528052,KDM5B,chr1:201043918,exonic
cg00528967,STK24,chr13:98026956,intronic
cg00532335,LGI1,chr10:95506851,upstream
cg00532890,PBX1,chr1:162795306,UTR5
cg00534274,SLC7A11,chr4:139382791,UTR5
cg00534856,CGB,chr19:54219283,UTR5
cg00536175,GATA1,chrX:48529968,UTR5
cg00537910,ATG9A,chr2:219792855,UTR3
cg00539322,SAG,chr2:233881099,UTR5
cg00539716,FOXN2,chr2:48395425,UTR5
cg00539955,PARVB,chr22:42726766,exonic
cg00540544,CSRP1,chr1:199742920,UTR5
cg00540769,ACOT12,chr5:80725248,intronic
cg00542846,APP,chr21:26465416,upstream
cg00544557,DSCR10,chr21:38500612,ncRNA_intronic
cg00545573,TAOK3,chr12:117294819,intronic
cg00546491,PDE1C,chr7:32077587,intronic
cg00546897,LOC284837,chr21:44056660,ncRNA_exonic
cg00547018,ALG1,chr16:5061710,upstream
cg00547789,RAB39B,chrX:154146944,UTR5
cg00547829,TUBD1,chr17:55324943,UTR5
cg00548060,NPL,chr1:181028528,intronic
cg00548268,NPTX2,chr7:98083766,upstream
cg00550617,KRTAP9-4,chr17:36659343,upstream
cg00554173,PROSAPIP1,chr20:3097777,upstream
cg00554250,NR1H3,chr11:47237946,exonic
cg00554682,ZNF804A,chr2:185171377,UTR5
cg00554702,CHEK1,chr11:125001855,UTR5
cg00556408,TMPRSS6,chr22:35830534,upstream
cg00557354,ARHGEF7,chr13:110565900,exonic
cg00559473,AAAS,chr12:52001859,upstream
cg00560119,STXBP1,chr9:129413930,upstream
cg00563229,XKR8;SMPDL3B,chr1:28158733,upstream;downstream
cg00563845,PXK,chr3:58293345,upstream
cg00563926,TGFBR3,chr1:92125069,intronic
cg00563932,PTGDS,chr9:138990870,upstream
cg00564163,STEAP4,chr7:87773915,intronic
cg00565075,EIF3L,chr22:36574839,upstream
cg00565688,TP73,chr1:3558072,upstream
cg00566759,DSC2,chr18:26936343,UTR5
cg00567479,FARP2,chr2:241944672,intronic
cg00567749,VCAN,chr5:82803664,intronic
cg00568128,C10orf118,chr10:115924090,UTR5
cg00568792,STT3A,chr11:124967764,upstream
cg00569620,ABHD10,chr3:113180343,upstream
